"city_id","city_jjk","longitude","latitude","towns_rhine"
574,"SEVILLA",-5.98233,37.3881,0
575,"SOLANA",-4.0737,38.4659,0
576,"SOLLER",2.71579,39.7671,0
577,"SORIA",-2.47903,41.7666,0
578,"TAFALLA",-1.67768,42.5268,0
579,"TALAVERA",-4.83045,39.9629,0
580,"TARAZONA",-1.72212,41.9029,0
581,"TARIFA",-5.60445,36.0143,0
582,"TARRAGONA",1.24521,41.119,0
583,"TARRASA",2.00887,41.5632,0
584,"TEMBLEQUE",-3.50414,39.6958,0
585,"TERUEL",-1.10643,40.3457,0
586,"TINEO",-6.40883,43.3339,0
587,"TOLEDO",-4.0244,39.8567,0
588,"TOLOSA",-2.07509,43.1348,0
589,"TOMELLOSO",-3.02145,39.1584,0
590,"TORDESILLAS",-4.99576,41.5047,0
591,"TORO",-5.39414,41.5247,0
592,"TORRE-DON-JIMENO",-4.04911,37.8031,0
593,"TORREVIEJA",-0.680823,37.9847,0
594,"TORTOSA",0.521442,40.8126,0
595,"TOTANA",-1.50014,37.7706,0
596,"TRUJILLO",-5.87786,39.4571,0
597,"TUDELA",-1.60632,42.0614,0
598,"TUY",-8.64906,42.0579,0
599,"UBEDA",-3.37125,38.0114,0
600,"UTIEL",-1.20111,39.5682,0
601,"UTRERA",-5.77951,37.1848,0
602,"VALDEPENAS",-3.38761,38.7605,0
603,"VALENCIA",-0.376288,39.4699,0
604,"VALL-DE-UJO",-0.234806,39.8189,0
605,"VALLADOLID",-4.72453,41.6523,0
606,"VALLS",1.24946,41.2854,0
607,"VELEZ-BLANCO",-2.09734,37.6922,0
608,"VELEZ-MALAGA",-4.10056,36.7799,0
609,"VELEZ-RUBIO",-2.08018,37.6491,0
610,"VICH",3.42549,46.1319,0
611,"VIGO",-8.72073,42.2406,0
612,"VILLA-ROBLEDO",-2.60483,39.2667,0
613,"VILLACARRILLO",-3.07918,38.12,0
614,"VILLAFRANCA-DE-LOS-BARROS",-6.33441,38.5593,0
615,"VILLAJOYOSA",-0.228581,38.508,0
616,"VILLALON",-5.03488,42.0988,0
617,"VILLANUEVA-DE-CORDOBA",-4.62814,38.3209,0
618,"VILLANUEVA-DE-LA-JARA",-1.95587,39.4402,0
619,"VILLANUEVA-DE-LA-SERENA",-5.79973,38.9736,0
620,"VILLANUEVA-DE-LOS-INFANTE",-6.13573,37.3981,0
